FirstPractice,season,raceName,ThirdPractice,SecondPractice,Qualifying,round,time,date,Circuit,url,Sprint
,2016,Bahrain Grand Prix,,,,2,15:00:00Z,2016-04-03,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,
,2016,Chinese Grand Prix,,,,3,06:00:00Z,2016-04-17,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,
,2016,Russian Grand Prix,,,,4,12:00:00Z,2016-05-01,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix,
,2016,Spanish Grand Prix,,,,5,12:00:00Z,2016-05-15,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,
,2016,Monaco Grand Prix,,,,6,12:00:00Z,2016-05-29,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,
,2016,Canadian Grand Prix,,,,7,18:00:00Z,2016-06-12,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,
,2016,European Grand Prix,,,,8,13:00:00Z,2016-06-19,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",http://en.wikipedia.org/wiki/2016_European_Grand_Prix,
,2016,Austrian Grand Prix,,,,9,12:00:00Z,2016-07-03,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,
,2016,British Grand Prix,,,,10,12:00:00Z,2016-07-10,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2016_British_Grand_Prix,
,2016,Hungarian Grand Prix,,,,11,12:00:00Z,2016-07-24,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,
,2016,German Grand Prix,,,,12,12:00:00Z,2016-07-31,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2016_German_Grand_Prix,
,2016,Belgian Grand Prix,,,,13,12:00:00Z,2016-08-28,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,
,2016,Italian Grand Prix,,,,14,12:00:00Z,2016-09-04,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix,
,2016,Singapore Grand Prix,,,,15,12:00:00Z,2016-09-18,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix,
,2016,Malaysian Grand Prix,,,,16,07:00:00Z,2016-10-02,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,
,2016,Japanese Grand Prix,,,,17,05:00:00Z,2016-10-09,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix,
,2016,United States Grand Prix,,,,18,19:00:00Z,2016-10-23,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,
,2016,Mexican Grand Prix,,,,19,19:00:00Z,2016-10-30,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,
,2016,Brazilian Grand Prix,,,,20,16:00:00Z,2016-11-13,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,
,2016,Abu Dhabi Grand Prix,,,,21,13:00:00Z,2016-11-27,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix,
,2017,Australian Grand Prix,,,,1,05:00:00Z,2017-03-26,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,
,2017,Chinese Grand Prix,,,,2,06:00:00Z,2017-04-09,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,
,2017,Bahrain Grand Prix,,,,3,15:00:00Z,2017-04-16,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,
,2017,Russian Grand Prix,,,,4,12:00:00Z,2017-04-30,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix,
,2017,Spanish Grand Prix,,,,5,12:00:00Z,2017-05-14,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,
,2017,Monaco Grand Prix,,,,6,12:00:00Z,2017-05-28,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix,
,2017,Canadian Grand Prix,,,,7,18:00:00Z,2017-06-11,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,
,2017,Azerbaijan Grand Prix,,,,8,13:00:00Z,2017-06-25,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix,
,2017,Austrian Grand Prix,,,,9,12:00:00Z,2017-07-09,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix,
,2017,British Grand Prix,,,,10,12:00:00Z,2017-07-16,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2017_British_Grand_Prix,
,2017,Hungarian Grand Prix,,,,11,12:00:00Z,2017-07-30,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix,
,2017,Belgian Grand Prix,,,,12,12:00:00Z,2017-08-27,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix,
,2017,Italian Grand Prix,,,,13,12:00:00Z,2017-09-03,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix,
,2017,Singapore Grand Prix,,,,14,12:00:00Z,2017-09-17,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix,
,2017,Malaysian Grand Prix,,,,15,07:00:00Z,2017-10-01,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix,
,2017,Japanese Grand Prix,,,,16,05:00:00Z,2017-10-08,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix,
,2017,United States Grand Prix,,,,17,19:00:00Z,2017-10-22,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix,
,2017,Mexican Grand Prix,,,,18,19:00:00Z,2017-10-29,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix,
,2017,Brazilian Grand Prix,,,,19,16:00:00Z,2017-11-12,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix,
,2017,Abu Dhabi Grand Prix,,,,20,13:00:00Z,2017-11-26,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix,
,2018,Australian Grand Prix,,,,1,05:10:00Z,2018-03-25,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix,
,2018,Bahrain Grand Prix,,,,2,15:10:00Z,2018-04-08,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix,
,2018,Chinese Grand Prix,,,,3,06:10:00Z,2018-04-15,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,
,2018,Azerbaijan Grand Prix,,,,4,12:10:00Z,2018-04-29,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix,
,2018,Spanish Grand Prix,,,,5,13:10:00Z,2018-05-13,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix,
,2018,Monaco Grand Prix,,,,6,13:10:00Z,2018-05-27,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,
,2018,Canadian Grand Prix,,,,7,18:10:00Z,2018-06-10,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,
,2018,French Grand Prix,,,,8,14:10:00Z,2018-06-24,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",http://en.wikipedia.org/wiki/2018_French_Grand_Prix,
,2018,Austrian Grand Prix,,,,9,13:10:00Z,2018-07-01,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,
,2018,British Grand Prix,,,,10,13:10:00Z,2018-07-08,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2018_British_Grand_Prix,
,2018,German Grand Prix,,,,11,13:10:00Z,2018-07-22,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2018_German_Grand_Prix,
,2018,Hungarian Grand Prix,,,,12,13:10:00Z,2018-07-29,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,
,2018,Belgian Grand Prix,,,,13,13:10:00Z,2018-08-26,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,
,2018,Italian Grand Prix,,,,14,13:10:00Z,2018-09-02,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,
,2018,Singapore Grand Prix,,,,15,12:10:00Z,2018-09-16,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,
,2018,Russian Grand Prix,,,,16,11:10:00Z,2018-09-30,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,
,2018,Japanese Grand Prix,,,,17,05:10:00Z,2018-10-07,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,
,2018,United States Grand Prix,,,,18,18:10:00Z,2018-10-21,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix,
,2018,Mexican Grand Prix,,,,19,19:10:00Z,2018-10-28,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix,
,2018,Brazilian Grand Prix,,,,20,17:10:00Z,2018-11-11,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix,
,2018,Abu Dhabi Grand Prix,,,,21,13:10:00Z,2018-11-25,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,
,2019,Australian Grand Prix,,,,1,05:10:00Z,2019-03-17,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,
,2019,Bahrain Grand Prix,,,,2,15:10:00Z,2019-03-31,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,
,2019,Chinese Grand Prix,,,,3,06:10:00Z,2019-04-14,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,
,2019,Azerbaijan Grand Prix,,,,4,12:10:00Z,2019-04-28,"{'circuitId': 'baku', 'url': 'http://en.wikipedia.org/wiki/Baku_City_Circuit', 'circuitName': 'Baku City Circuit', 'Location': {'lat': '40.3725', 'long': '49.8533', 'locality': 'Baku', 'country': 'Azerbaijan'}}",http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,
,2019,Spanish Grand Prix,,,,5,13:10:00Z,2019-05-12,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,
,2019,Monaco Grand Prix,,,,6,13:10:00Z,2019-05-26,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,
,2019,Canadian Grand Prix,,,,7,18:10:00Z,2019-06-09,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,
,2019,French Grand Prix,,,,8,13:10:00Z,2019-06-23,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",http://en.wikipedia.org/wiki/2019_French_Grand_Prix,
,2019,Austrian Grand Prix,,,,9,13:10:00Z,2019-06-30,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,
,2019,British Grand Prix,,,,10,13:10:00Z,2019-07-14,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2019_British_Grand_Prix,
,2019,German Grand Prix,,,,11,13:10:00Z,2019-07-28,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2019_German_Grand_Prix,
